id,time,percent_yes,percent_no,lower_bound,upper_bound,share_counted,label,result,title_de,title_fr,type,standesstimmen
6770,13:10:21,30.43,69.57,29.43,31.44,0.78,Klarer Trend,Nein,Umweltverantwortungsinitiative,initiative pour la responsabilité environnementale,trend,0
